data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards,SAMP_iters,SAMP_rewards,SB_iters,SB_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_805.csv,36,0.045956817661999244,0.0,1,3,3,41,3,4,3,26,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_207.csv,37,4.56896457637355e-05,0.0,5,213,17,351,21,126,26,88,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_207.csv,37,0.00045689645763735497,0.0,1,205,23,182,19,129,28,30,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_207.csv,37,0.00456896457637355,0.0,1,128,20,173,16,83,15,35,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_207.csv,37,0.0456896457637355,0.0,1,4,4,57,3,26,3,7,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,38,4.6128158220633396e-05,0.0,9,86,16,185,15,96,12,23,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,38,0.00046128158220633394,0.0,1,123,19,68,19,90,22,41,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,38,0.004612815822063339,0.0,1,94,20,47,14,52,16,24,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_199.csv,38,0.046128158220633396,0.0,1,9,7,49,8,50,7,6,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_979.csv,39,4.5598842896640485e-05,0.0,7,617,16,444,16,332,16,84,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_979.csv,39,0.0004559884289664049,0.0,1,293,18,332,28,147,24,89,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_979.csv,39,0.004559884289664049,0.0,1,187,18,291,22,66,22,36,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_979.csv,39,0.045598842896640485,0.0,2,44,15,26,12,21,9,7,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_712.csv,40,4.592585859546433e-05,0.0,6,132,25,305,18,300,18,185,37
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_712.csv,40,0.00045925858595464325,0.0,1,151,24,148,24,98,15,42,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_712.csv,40,0.004592585859546433,0.0,1,105,18,145,27,128,18,59,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_712.csv,40,0.04592585859546433,0.0,1,22,5,13,8,16,6,8,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,41,4.56298509410782e-05,0.0,8,298,17,285,12,238,12,68,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,41,0.000456298509410782,0.0,1,166,21,150,29,129,22,60,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,41,0.00456298509410782,0.0,1,124,22,131,24,116,23,48,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_820.csv,41,0.0456298509410782,0.0,1,39,13,66,10,118,12,22,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_444.csv,42,4.5531772667456704e-05,0.0,6,166,22,127,24,134,19,136,44
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_444.csv,42,0.00045531772667456704,0.0,1,188,21,157,23,110,18,41,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_444.csv,42,0.004553177266745671,0.0,1,153,16,114,21,134,23,60,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_444.csv,42,0.045531772667456706,0.0,1,6,5,7,4,4,4,5,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,43,4.573913879177765e-05,0.0,5,164,13,481,22,232,19,139,35
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,43,0.00045739138791777643,0.0,1,196,22,230,22,142,21,38,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,43,0.004573913879177764,0.0,1,148,21,245,22,59,16,54,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_32.csv,43,0.04573913879177765,0.0,2,21,11,224,9,47,10,19,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,44,4.5482455850504346e-05,0.0,6,177,13,240,16,110,13,51,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,44,0.0004548245585050435,0.0,2,155,25,158,23,148,19,34,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,44,0.0045482455850504346,0.0,1,164,24,105,19,128,15,34,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_381.csv,44,0.045482455850504346,0.0,1,10,6,95,6,113,6,44,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_549.csv,45,4.546343094615548e-05,0.0,5,127,26,281,21,246,20,66,31
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_549.csv,45,0.0004546343094615548,0.0,1,203,22,172,26,91,14,52,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_549.csv,45,0.004546343094615548,0.0,1,152,22,158,17,144,16,82,16
